marital_status,car_use,gender,kids_driving,parent,education,car_make,car_color,car_year,claim_freq,coverage_zone,claim_amt,household_income,total_claim_amount_per_time
Seperated,Commercial,Male,0,No,High School,Chevrolet,Pink,2008,0,Highly Rural,24452.47,134505.94,0
Single,Private,Female,0,No,High School,Lincoln,Yellow,1999,1,Rural,8657.89,116739.28,8657.89
Single,Private,Male,0,No,PhD,Buick,Crimson,1986,0,Highly Rural,71710.17,61771.91,0
Seperated,Private,Female,0,No,PhD,Maybach,Maroon,2012,4,Rural,36144.02,197701.45,9036.005
Seperated,Private,Female,0,No,Masters,Mercury,Maroon,2004,0,Highly Urban,75319.6,59651.45,0
Seperated,Private,Female,1,Yes,PhD,Chevrolet,Turquoise,1993,0,Rural,75990.94,248182.33,0
Single,Commercial,Male,0,No,High School,Bentley,Indigo,2010,0,Suburban,26234.77,171471.72,0
Single,Private,Male,0,Yes,High School,Mercury,Purple,1997,2,Rural,7022.37,153160.22,3511.185
Single,Private,Female,0,No,High School,Suzuki,Green,1991,0,Highly Urban,50187.08,84797.93,0
Divorced,Private,Female,0,No,Bachelors,Mercury,Crimson,1986,0,Highly Rural,72836.48,46709.16,0
Single,Private,Female,1,Yes,Bachelors,Pontiac,Turquoise,1990,0,Rural,19079.66,68487.56,0
Single,Private,Female,0,No,PhD,Nissan,Violet,2004,0,Rural,93542.16,212666.2,0
Seperated,Private,Male,0,Yes,High School,Pontiac,Teal,1987,0,Suburban,95539.62,245470.8,0
Married,Commercial,Male,0,No,Bachelors,Lotus,Orange,2012,0,Highly Urban,663.52,210877.94,0
Married,Commercial,Female,1,Yes,Bachelors,Saab,Khaki,2004,0,Highly Urban,71410.6,108840.18,0
Divorced,Private,Female,0,Yes,Masters,Hyundai,Crimson,2007,0,Urban,99968.46,206780.38,0
Single,Private,Male,2,Yes,Bachelors,Chrysler,Fuscia,2011,1,Highly Rural,4596.7,245652.57,4596.7
Divorced,Private,Male,0,No,Bachelors,Mazda,Mauv,2009,0,Highly Rural,9667.99,134281.99,0
Single,Private,Female,0,No,High School,Subaru,Turquoise,2004,1,Urban,16002.57,49932.36,16002.57
Single,Private,Male,0,No,High School,Isuzu,Aquamarine,2008,0,Highly Urban,29420.15,228943.88,0
Single,Private,Female,0,Yes,High School,Pontiac,Violet,1972,0,Rural,43317.59,73513.08,0
Single,Private,Male,0,No,Bachelors,Infiniti,Blue,2009,0,Rural,49126.42,126313.89,0
Married,Private,Male,1,Yes,Masters,GMC,Turquoise,2009,0,Highly Urban,15867.01,189129.71,0
Divorced,Private,Male,1,Yes,Bachelors,Chevrolet,Turquoise,1997,0,Highly Urban,16540.49,87046.22,0
Single,Private,Female,1,Yes,High School,Ford,Mauv,1984,0,Highly Rural,66134.58,237284.91,0
Single,Private,Female,0,Yes,High School,Mercury,Yellow,2009,0,Rural,80496.18,138446.41,0
Married,Private,Male,0,Yes,High School,Mazda,Khaki,1997,1,Highly Rural,48716.34,48189.06,48716.34
Married,Private,Female,0,No,Bachelors,Bentley,Green,2006,0,Suburban,70137.37,76794.95,0
Divorced,Private,Male,0,No,Bachelors,Mercury,Crimson,1992,0,Highly Urban,96063.32,113390.95,0
Single,Commercial,Female,0,No,High School,Mitsubishi,Blue,1990,1,Rural,20469.09,111998.85,20469.09
Single,Private,Female,0,No,Bachelors,Honda,Mauv,2004,1,Highly Urban,93754.99,142314.53,93754.99
Divorced,Private,Female,1,Yes,Masters,Cadillac,Pink,2001,0,Rural,22103.99,75108.05,0
Single,Private,Female,1,Yes,Masters,Chevrolet,Turquoise,2012,0,Suburban,5291.29,186835.02,0
Single,Private,Male,0,No,Bachelors,Volvo,Indigo,1997,0,Rural,44972.81,199271.16,0
Seperated,Private,Female,0,No,Bachelors,Chevrolet,Teal,1998,1,Urban,30821.06,127382.59,30821.06
Married,Commercial,Female,0,No,Bachelors,BMW,Fuscia,2010,0,Suburban,15679.71,196980.69,0
Single,Private,Female,1,Yes,Bachelors,Lexus,Fuscia,1999,0,Highly Rural,68824.24,112596.32,0
Single,Private,Female,0,No,Masters,Subaru,Indigo,1994,0,Highly Urban,33055.21,168081.76,0
Single,Private,Male,0,No,Bachelors,Mitsubishi,Orange,1992,0,Urban,5484.86,175343.34,0
Married,Private,Male,3,Yes,Bachelors,Lincoln,Aquamarine,2011,1,Highly Rural,54218.85,217442.32,54218.85
Divorced,Private,Male,1,Yes,Bachelors,Chevrolet,Orange,1993,0,Rural,57765.94,187870.58,0
Married,Commercial,Male,1,Yes,Bachelors,GMC,Indigo,2000,3,Urban,1010.99,228334.93,336.9966667
Single,Private,Male,0,No,High School,Mazda,Blue,2008,0,Highly Rural,2580.64,133260.91,0
Single,Private,Female,0,Yes,PhD,Mazda,Teal,2001,3,Highly Urban,94020.36,65998.58,31340.12
Single,Private,Female,0,No,High School,Mercedes-Benz,Puce,2010,2,Highly Rural,13241.48,216810.13,6620.74
Married,Private,Male,0,No,Bachelors,Ford,Pink,2008,2,Rural,73733.12,108346.33,36866.56
Married,Private,Male,0,No,PhD,Plymouth,Khaki,1993,0,Urban,13170.18,101609.33,0
Married,Private,Female,1,Yes,High School,Infiniti,Fuscia,2009,0,Urban,69565.69,132929.19,0
Single,Commercial,Male,0,Yes,Bachelors,Lexus,Puce,2007,0,Rural,58077.34,107779.87,0
Divorced,Private,Male,0,No,Bachelors,Lexus,Khaki,1993,4,Rural,8655.14,186640.86,2163.785
Single,Private,Male,0,No,High School,Lincoln,Red,2010,4,Rural,94287.94,110841.37,23571.985
Divorced,Private,Female,0,No,Bachelors,Chevrolet,Violet,2010,0,Urban,84108.26,92246.81,0
Single,Private,Male,2,Yes,Bachelors,Saab,Green,1995,1,Highly Rural,32018.2,64399.19,32018.2
Divorced,Private,Male,0,Yes,Bachelors,Chevrolet,Fuscia,1963,0,Rural,28266.95,244311.57,0
Married,Private,Female,3,Yes,High School,Mazda,Crimson,2013,0,Urban,47604.81,124856.85,0
Married,Private,Male,0,Yes,Masters,Chevrolet,Aquamarine,2004,3,Rural,91774.71,140889.63,30591.57
Seperated,Private,Male,1,Yes,Bachelors,Mazda,Red,1995,0,Highly Rural,91271.98,61682.1,0
Married,Private,Male,0,Yes,Bachelors,Lamborghini,Red,2011,0,Suburban,33033.12,128616.05,0
Single,Private,Female,0,No,Masters,Suzuki,Red,1999,0,Highly Urban,38705.73,223634.1,0
Single,Private,Male,0,No,Bachelors,Toyota,Red,2012,0,Highly Rural,27741.51,218386.92,0
Married,Private,Female,1,Yes,Bachelors,Audi,Aquamarine,2006,0,Highly Urban,44832.82,87747.19,0
Single,Private,Female,0,No,Masters,Chevrolet,Pink,1995,0,Rural,22353.93,128682.48,0
Single,Commercial,Female,0,No,High School,Audi,Red,1992,0,Rural,2519.91,247043.68,0
Single,Private,Male,0,No,Masters,Isuzu,Turquoise,2006,0,Highly Rural,53796.91,159848.76,0
Married,Private,Female,0,Yes,High School,Chevrolet,Indigo,2003,1,Rural,20941.25,112375.08,20941.25
Seperated,Private,Female,0,No,PhD,Toyota,Turquoise,1996,0,Rural,84647.71,143076.6,0
Divorced,Private,Female,0,No,Bachelors,BMW,Aquamarine,2010,1,Urban,7221.84,107808.56,7221.84
Single,Commercial,Female,2,Yes,Bachelors,Cadillac,Aquamarine,2009,3,Highly Rural,19443.36,149847.12,6481.12
Married,Private,Female,1,Yes,PhD,Toyota,Mauv,2012,0,Rural,48275.91,137166.33,0
Married,Commercial,Male,1,Yes,High School,Toyota,Yellow,2009,0,Highly Rural,88950.38,79389.64,0
Married,Private,Male,1,Yes,Masters,Nissan,Goldenrod,1997,1,Suburban,91499.22,48828.32,91499.22
Divorced,Private,Female,2,Yes,Bachelors,Nissan,Blue,2008,0,Suburban,43445.15,69797.87,0
Married,Private,Male,0,No,Bachelors,Mercedes-Benz,Aquamarine,1992,1,Suburban,82186.89,108168.38,82186.89
Married,Private,Female,0,No,High School,Ford,Aquamarine,2011,0,Highly Urban,6026.07,100978.3,0
Married,Private,Male,0,No,Bachelors,Lexus,Fuscia,1998,1,Highly Urban,9564.81,237543.02,9564.81
Married,Private,Female,0,Yes,Bachelors,GMC,Crimson,2005,0,Suburban,58563.58,52946.85,0
Married,Private,Female,0,Yes,High School,Dodge,Khaki,1992,0,Highly Rural,80127.98,134648.9,0
Married,Private,Female,0,No,Bachelors,GMC,Blue,1992,0,Rural,78268.39,122428,0
Married,Private,Female,0,No,High School,Lexus,Violet,2000,0,Rural,59079.65,180427.76,0
Seperated,Private,Male,0,No,Masters,Mazda,Purple,2009,1,Highly Urban,85011.63,143382.81,85011.63
Single,Private,Male,0,No,Masters,Pontiac,Goldenrod,1994,0,Urban,27646.8,115706.58,0
Married,Private,Male,0,No,Bachelors,Saab,Goldenrod,1993,0,Urban,52301.63,174689.59,0
Married,Private,Female,1,Yes,PhD,Lincoln,Goldenrod,2011,0,Highly Urban,83628.71,196760.96,0
Single,Commercial,Male,0,Yes,Bachelors,Lincoln,Blue,2000,0,Highly Rural,64356.06,152632.99,0
Seperated,Private,Female,3,Yes,Bachelors,Ford,Indigo,2000,3,Highly Rural,88165.53,178989.26,29388.51
Married,Private,Female,0,Yes,Bachelors,Mercury,Mauv,1991,0,Highly Urban,41461.61,51568.55,0
Married,Private,Female,0,Yes,High School,Volvo,Maroon,2007,0,Rural,45136.43,138659.85,0
Married,Private,Female,2,Yes,Bachelors,Mitsubishi,Crimson,1993,1,Highly Rural,21044.38,97852,21044.38
Single,Private,Female,0,No,PhD,Mazda,Teal,2008,0,Rural,81558.96,145682.14,0
Single,Commercial,Female,0,Yes,Bachelors,Chevrolet,Fuscia,1993,0,Urban,22239.62,170472.43,0
Married,Private,Male,0,No,High School,Ford,Maroon,1995,0,Rural,37373.97,220907.56,0
Seperated,Private,Female,1,Yes,Bachelors,Nissan,Violet,2012,0,Highly Urban,89133.89,85146.18,0
Single,Private,Male,0,No,High School,Volkswagen,Orange,1983,0,Highly Urban,62707.22,154675.44,0
Divorced,Private,Male,1,Yes,Masters,GMC,Crimson,2008,0,Suburban,64312.5,171972.38,0
Married,Commercial,Male,0,Yes,High School,Dodge,Indigo,2000,0,Urban,51531.85,148262.21,0
Married,Private,Female,0,No,Bachelors,Mitsubishi,Green,1987,0,Highly Rural,42097.2,243502.71,0
Single,Commercial,Female,0,Yes,High School,Maybach,Turquoise,2012,0,Suburban,60940.35,212352.49,0
Married,Private,Male,0,No,Bachelors,Saab,Goldenrod,1993,0,Rural,92794.2,137771.27,0
Single,Private,Female,0,Yes,Masters,Mercury,Fuscia,1999,0,Suburban,27074.33,121795.62,0
Single,Private,Male,0,No,Bachelors,Eagle,Khaki,1998,3,Highly Urban,30458.95,227647.47,10152.98333
Married,Private,Male,2,Yes,Bachelors,Dodge,Indigo,1994,0,Suburban,52147.47,189645.59,0
Single,Private,Male,0,No,Bachelors,GMC,Violet,2000,2,Rural,83402.89,83901.19,41701.445
Single,Commercial,Female,2,Yes,High School,Cadillac,Purple,2010,0,Highly Urban,59828.88,187613.8,0
Married,Private,Female,0,No,Bachelors,Pontiac,Pink,2001,0,Urban,69826.11,79964.46,0
Single,Private,Female,0,No,Bachelors,Toyota,Blue,2007,1,Urban,92829.81,191688.71,92829.81
Single,Private,Female,1,Yes,Bachelors,Lamborghini,Aquamarine,2010,0,Urban,81368.31,91478.42,0
Married,Commercial,Female,0,Yes,High School,Ford,Purple,1991,0,Suburban,59190.19,243133.41,0
Divorced,Commercial,Female,0,No,Masters,Lincoln,Mauv,2010,1,Highly Urban,49242,55589.74,49242
Married,Private,Female,1,Yes,Masters,Chevrolet,Green,1957,1,Highly Urban,3033.17,73839.47,3033.17
Single,Private,Female,0,No,High School,Maserati,Fuscia,1985,1,Suburban,26707.51,246848.66,26707.51
Single,Commercial,Female,0,No,Bachelors,Chevrolet,Maroon,1992,0,Suburban,54818.92,218359.84,0
Single,Private,Female,2,Yes,High School,Chevrolet,Yellow,1999,3,Highly Rural,20466.07,218251.75,6822.023333
Married,Private,Male,0,No,Bachelors,Lexus,Blue,2003,0,Rural,5201.36,190948.35,0
Married,Private,Male,0,No,High School,Mercury,Orange,1984,0,Suburban,152.96,88528.9,0
Single,Private,Male,0,Yes,High School,Lamborghini,Orange,2005,0,Rural,64192.74,129156.38,0
Single,Private,Male,1,Yes,High School,Smart,Crimson,2008,0,Suburban,39524.08,247389.7,0
Single,Commercial,Female,2,Yes,High School,Hyundai,Purple,2002,0,Highly Urban,3155.83,87886.59,0
Married,Commercial,Male,1,Yes,Bachelors,Dodge,Teal,2009,0,Highly Rural,67628.81,191801.42,0
Divorced,Commercial,Male,2,Yes,Bachelors,Ford,Purple,2013,0,Rural,93328.57,134650.72,0
Single,Private,Male,0,No,Masters,Ford,Khaki,2004,0,Highly Rural,5882.09,97915.78,0
Married,Private,Female,0,Yes,Bachelors,Hyundai,Goldenrod,1998,0,Rural,40584.4,202456.2,0
Married,Private,Male,0,No,Bachelors,Jeep,Aquamarine,2003,1,Urban,91041.16,159294.54,91041.16
Divorced,Private,Female,0,No,High School,Honda,Purple,1993,0,Highly Rural,94198.72,127241.31,0
Divorced,Private,Male,0,No,High School,Subaru,Red,2011,1,Rural,91909.43,153050.23,91909.43
Married,Private,Female,2,Yes,High School,Oldsmobile,Purple,1998,0,Highly Urban,46405.99,135454.47,0
Divorced,Private,Female,0,No,Bachelors,Maserati,Aquamarine,2005,0,Rural,70525.66,215019.94,0
Married,Private,Female,0,No,Bachelors,GMC,Blue,1994,1,Rural,95581.29,56406.14,95581.29
Single,Private,Male,0,No,Bachelors,Volvo,Purple,2010,0,Suburban,30176,171128.87,0
Single,Private,Female,1,Yes,Bachelors,Acura,Yellow,1996,0,Highly Rural,78261.55,61157.48,0
Single,Private,Female,0,No,Masters,Dodge,Turquoise,1992,0,Suburban,2923.71,100998.85,0
Divorced,Private,Male,0,No,Masters,Toyota,Red,2004,0,Highly Rural,4815.34,239470.67,0
Divorced,Commercial,Male,0,No,Bachelors,Volvo,Yellow,2009,1,Rural,78866.48,202927.78,78866.48
Single,Private,Male,0,No,Bachelors,Pontiac,Blue,2003,1,Urban,61832.07,158396.16,61832.07
Married,Private,Female,1,Yes,High School,Subaru,Goldenrod,2004,0,Highly Urban,5073.98,89073.7,0
Single,Private,Female,0,No,High School,Honda,Puce,2001,0,Rural,24231.45,187982.16,0
Married,Private,Male,0,No,High School,Chevrolet,Yellow,1999,0,Highly Rural,31040.79,84132.79,0
Married,Private,Female,0,No,High School,BMW,Khaki,2006,0,Rural,44358.1,49926.18,0
Married,Commercial,Male,1,Yes,PhD,Hyundai,Indigo,2011,0,Urban,34212.84,133102.03,0
Married,Private,Female,0,No,High School,Mercury,Goldenrod,2005,1,Suburban,94016.61,79530.92,94016.61
Single,Private,Female,0,No,Bachelors,Audi,Teal,1985,0,Urban,8953.79,74959.38,0
Married,Private,Female,0,No,Bachelors,Acura,Turquoise,1999,0,Highly Urban,79501.05,148953.13,0
Single,Private,Female,0,No,Bachelors,Mercedes-Benz,Teal,2010,1,Highly Rural,66563.51,96686.76,66563.51
Single,Private,Female,0,No,Masters,Bentley,Green,2005,0,Rural,83136.84,203242.96,0
Divorced,Private,Male,0,No,Bachelors,Suzuki,Teal,2012,0,Rural,54072.76,218890.61,0
Single,Private,Male,2,Yes,Masters,Ford,Aquamarine,1995,4,Highly Urban,51870.61,63347.65,12967.6525
Married,Commercial,Male,0,No,Bachelors,Hummer,Pink,1996,1,Highly Rural,88448.49,100038.45,88448.49
Married,Commercial,Male,0,No,Bachelors,Dodge,Purple,1993,1,Suburban,24539.36,99355.34,24539.36
Divorced,Private,Female,0,No,Bachelors,Ford,Aquamarine,1991,0,Highly Rural,98337.96,171419.83,0
Single,Commercial,Male,0,No,Masters,Porsche,Turquoise,1988,4,Suburban,91638.52,212497.43,22909.63
Married,Private,Female,2,Yes,Masters,Scion,Aquamarine,2013,0,Highly Urban,67045.27,203102.1,0
Divorced,Private,Female,0,No,Bachelors,Honda,Crimson,2003,3,Highly Rural,13947.92,92643.4,4649.306667
Single,Commercial,Female,0,No,High School,Mitsubishi,Purple,2002,1,Highly Urban,27124.41,204232.41,27124.41
Married,Commercial,Male,0,No,Bachelors,Buick,Turquoise,2005,0,Highly Urban,80682.38,137016.02,0
Married,Private,Female,0,Yes,Bachelors,Ford,Puce,1992,2,Highly Rural,81176.1,192998.29,40588.05
Single,Commercial,Female,0,No,Masters,Lexus,Purple,1993,0,Rural,74745.15,77934.25,0
Divorced,Private,Female,0,No,High School,Chevrolet,Red,2010,2,Suburban,77983.87,150062.82,38991.935
Single,Private,Female,1,Yes,Bachelors,Porsche,Violet,2004,1,Highly Urban,6128.49,200690.76,6128.49
Married,Private,Female,0,No,Bachelors,Infiniti,Khaki,2004,0,Rural,2158.37,98128.33,0
Divorced,Commercial,Female,0,No,Bachelors,MINI,Blue,2009,0,Highly Rural,10051.09,108968.16,0
Divorced,Private,Male,1,Yes,Bachelors,Ford,Maroon,2006,0,Urban,46570.18,107526.49,0
Single,Private,Male,1,Yes,High School,Cadillac,Goldenrod,2003,0,Rural,57899.5,177785.56,0
Single,Private,Male,0,No,PhD,Mitsubishi,Purple,1992,0,Urban,77288.5,112068.55,0
Married,Private,Female,2,Yes,High School,Ford,Crimson,1994,0,Suburban,97069.52,199638.05,0
Single,Commercial,Female,1,Yes,Bachelors,Nissan,Red,2009,0,Highly Rural,59477.34,194407.38,0
Single,Private,Male,0,Yes,Bachelors,Buick,Pink,1986,1,Highly Rural,26163.81,208389.99,26163.81
Divorced,Private,Female,0,No,Bachelors,Kia,Goldenrod,2009,3,Suburban,15702.58,246583.01,5234.193333
Single,Private,Male,1,Yes,Masters,Dodge,Yellow,1996,4,Highly Urban,82025.71,91421.62,20506.4275
Single,Private,Female,1,Yes,Bachelors,Chevrolet,Khaki,2011,0,Highly Rural,66099.39,162514.23,0
Married,Private,Male,0,No,Bachelors,Audi,Orange,1996,0,Highly Rural,75579.91,115036.16,0
Married,Private,Female,1,Yes,Bachelors,Toyota,Fuscia,1999,3,Urban,97431.87,92809.63,32477.29
Single,Commercial,Female,0,No,High School,Dodge,Mauv,1996,0,Highly Urban,22463.44,188278.35,0
Seperated,Private,Male,0,No,Bachelors,Dodge,Mauv,1995,0,Highly Rural,69642.04,205199.1,0
Single,Private,Male,2,Yes,Bachelors,Lincoln,Purple,2010,0,Highly Rural,83520.89,93979.32,0
Single,Private,Female,0,No,Bachelors,Chevrolet,Purple,2006,0,Suburban,47521.58,123942.07,0
Single,Commercial,Female,2,Yes,High School,Mazda,Orange,1986,4,Suburban,88972.92,121558.09,22243.23
Single,Private,Female,0,No,Bachelors,Volkswagen,Maroon,2007,2,Urban,15608.05,196618.03,7804.025
Married,Private,Male,0,No,High School,Kia,Aquamarine,2009,0,Highly Urban,21344.42,241717.92,0
Single,Private,Female,1,Yes,Bachelors,Scion,Purple,2011,0,Rural,43427.48,225394.77,0
Divorced,Commercial,Male,0,No,Bachelors,MINI,Pink,2012,0,Urban,19722.19,100769.38,0
Single,Private,Male,0,Yes,Bachelors,Dodge,Crimson,2010,0,Highly Rural,28361.11,116938.14,0
Married,Private,Male,0,No,Bachelors,Honda,Orange,1997,0,Highly Rural,35490.07,46876.89,0
Single,Private,Female,1,Yes,High School,Mazda,Mauv,2012,0,Highly Rural,5247.03,126422.89,0
Divorced,Private,Female,1,Yes,Bachelors,Chevrolet,Blue,2001,1,Suburban,76682.4,80059.57,76682.4
Divorced,Private,Male,0,No,High School,Jaguar,Red,2003,3,Rural,80930.01,238216.64,26976.67
Seperated,Commercial,Male,0,No,Bachelors,Acura,Puce,1997,0,Rural,38208.66,186591.97,0
Single,Commercial,Male,0,No,High School,Mercury,Yellow,1998,0,Highly Rural,59889.89,62899.13,0
Married,Private,Female,1,Yes,Bachelors,Mercury,Mauv,1987,3,Rural,30180.31,142866.83,10060.10333
Divorced,Private,Female,1,Yes,Bachelors,Volkswagen,Orange,2006,0,Highly Rural,85055.88,123960.51,0
Married,Private,Male,0,No,Bachelors,Ford,Pink,1955,0,Highly Rural,50245.52,152533.15,0
Married,Private,Male,0,Yes,Bachelors,Toyota,Crimson,2001,1,Urban,53662.29,203661.78,53662.29
Married,Private,Female,0,No,Masters,Toyota,Mauv,2007,0,Rural,6421.69,101136.68,0
Married,Private,Male,0,No,Bachelors,BMW,Fuscia,2010,0,Rural,62384.25,71628.29,0
Single,Private,Female,1,Yes,Bachelors,GMC,Pink,1999,0,Highly Urban,49249.88,120056.54,0
Divorced,Private,Female,0,No,Bachelors,Ford,Indigo,2000,1,Rural,9587.07,51596.86,9587.07
Married,Private,Male,0,No,PhD,Honda,Aquamarine,2006,0,Highly Urban,30468.72,95934.55,0
Married,Private,Male,0,No,Bachelors,Jaguar,Violet,2010,0,Urban,40079.19,193197.27,0
Single,Private,Female,0,No,Bachelors,Buick,Goldenrod,2010,0,Rural,39874.44,185077.04,0
Divorced,Private,Male,0,No,Masters,Saab,Orange,1986,0,Urban,68201.88,149699.14,0
Single,Commercial,Male,1,Yes,High School,Dodge,Teal,1993,0,Suburban,22749.52,125784.35,0
Divorced,Private,Male,0,No,Bachelors,Volvo,Red,2000,4,Rural,51389.14,234506.52,12847.285
Single,Private,Male,0,Yes,Masters,Subaru,Khaki,1989,4,Highly Urban,48933.4,117536.26,12233.35
Single,Private,Male,0,No,PhD,Chevrolet,Fuscia,2006,0,Highly Rural,14855.08,231801.52,0
Divorced,Commercial,Male,0,No,Bachelors,Dodge,Green,1995,0,Suburban,66090.39,110993.77,0
Seperated,Commercial,Female,2,Yes,Bachelors,Plymouth,Turquoise,1997,0,Suburban,27952.47,61187.15,0
Single,Private,Male,0,No,High School,Ford,Orange,2011,2,Urban,45544.94,84702.41,22772.47
Single,Private,Female,0,No,Bachelors,Eagle,Purple,1996,0,Highly Rural,43270.12,164232.72,0
Single,Private,Female,2,Yes,High School,Infiniti,Orange,2003,0,Suburban,11287.31,215777.37,0
Divorced,Private,Male,0,No,Bachelors,GMC,Red,1995,0,Highly Rural,77648.73,192010.56,0
Divorced,Private,Male,0,No,Masters,Pontiac,Green,2007,0,Suburban,79747.53,68683.15,0
Married,Private,Male,0,No,High School,Ford,Blue,2000,0,Suburban,72211.95,202281.04,0
Divorced,Commercial,Male,0,No,High School,Toyota,Green,1995,1,Urban,2454.34,164814.87,2454.34
Single,Private,Male,1,Yes,Bachelors,Suzuki,Green,2006,0,Rural,2716.63,228652.12,0
Single,Private,Female,0,No,High School,Bentley,Fuscia,2012,4,Suburban,75551.02,71137.24,18887.755
Single,Private,Male,0,No,High School,Toyota,Crimson,1998,0,Suburban,92428.8,92291.22,0
Married,Private,Male,1,Yes,High School,Buick,Fuscia,1979,2,Urban,51173.65,130316.98,25586.825
Single,Commercial,Female,0,No,Bachelors,Mercury,Mauv,1997,0,Highly Rural,39769.97,209260.35,0
Divorced,Private,Male,0,No,High School,Cadillac,Purple,1995,0,Urban,94589.15,119877.23,0
Single,Private,Female,0,No,Bachelors,Nissan,Aquamarine,2007,0,Highly Rural,71763.89,78896.86,0
Single,Private,Female,2,Yes,Bachelors,Mazda,Crimson,1990,0,Suburban,18573.37,159800.96,0
Divorced,Commercial,Male,0,No,Bachelors,Mitsubishi,Khaki,1998,0,Urban,94906.25,216539.6,0
Married,Private,Female,0,No,Bachelors,Toyota,Aquamarine,2002,0,Suburban,96281.2,80151.28,0
Single,Private,Male,0,Yes,Bachelors,Mazda,Goldenrod,1996,0,Suburban,60679.05,171286.84,0
Single,Private,Female,1,Yes,High School,Toyota,Violet,2003,1,Rural,26087.38,85744.91,26087.38
Married,Commercial,Female,0,No,Masters,Mercedes-Benz,Aquamarine,2000,0,Rural,7453.39,78792.59,0
Divorced,Private,Male,2,Yes,Bachelors,Audi,Mauv,2003,0,Rural,87833.88,199591.94,0
Divorced,Private,Male,0,No,High School,Land Rover,Mauv,1988,0,Suburban,22825.75,239721.48,0
Divorced,Private,Male,1,Yes,Masters,Mazda,Teal,2010,0,Suburban,44560.47,107022.14,0
Single,Private,Female,2,Yes,High School,Jeep,Fuscia,2008,2,Highly Urban,85417.19,126195.24,42708.595
Single,Commercial,Female,1,Yes,High School,Plymouth,Green,1969,0,Highly Urban,85119.77,72232.06,0
Single,Private,Male,0,No,Bachelors,Ford,Turquoise,1995,0,Rural,88292.95,157393.56,0
Divorced,Private,Male,0,No,High School,Plymouth,Yellow,1993,0,Highly Rural,18048.5,245672.22,0
Single,Commercial,Female,2,Yes,PhD,BMW,Aquamarine,2005,0,Urban,76740.37,140210.73,0
Single,Private,Female,0,No,Bachelors,Toyota,Blue,1998,4,Suburban,7847.35,127209.97,1961.8375
Single,Private,Female,0,No,Bachelors,Dodge,Violet,2002,0,Urban,53212.98,63164,0
Single,Private,Male,0,Yes,Bachelors,Jaguar,Mauv,2004,0,Highly Urban,56438.9,92567.12,0
Single,Commercial,Male,0,Yes,High School,Lamborghini,Aquamarine,2012,0,Urban,89231.28,217369.91,0
Married,Private,Male,2,Yes,Bachelors,Hyundai,Aquamarine,1995,0,Highly Urban,70361.32,113788.27,0
Married,Private,Female,1,Yes,Masters,Land Rover,Turquoise,1999,0,Highly Rural,88068.7,204926.58,0
Single,Commercial,Male,0,No,Bachelors,Buick,Purple,1989,0,Highly Urban,24629.98,137121.2,0
Married,Private,Female,0,No,Bachelors,Jeep,Khaki,2009,0,Suburban,83118.18,220512.77,0
Divorced,Private,Female,3,Yes,High School,Cadillac,Indigo,2010,0,Highly Rural,66081.96,239306.34,0
Divorced,Private,Female,1,Yes,Bachelors,Chevrolet,Purple,1996,0,Highly Rural,5668.96,129004.87,0
Divorced,Private,Female,2,Yes,Bachelors,Volkswagen,Indigo,1996,0,Rural,62116.55,228914.22,0
Single,Private,Male,0,Yes,Bachelors,GMC,Crimson,2002,0,Highly Rural,91117.93,197511.05,0
Married,Private,Male,0,No,High School,Cadillac,Orange,2011,3,Highly Urban,95245.14,53327.19,31748.38
Single,Commercial,Female,2,Yes,Bachelors,Hyundai,Green,2012,3,Rural,42027.78,62324.23,14009.26
Married,Private,Female,0,Yes,Bachelors,Suzuki,Blue,1997,3,Rural,80827.88,166966.01,26942.62667
Married,Commercial,Male,0,No,Bachelors,Dodge,Blue,2001,3,Rural,62836.87,240831.37,20945.62333
Married,Commercial,Female,0,No,High School,Mercedes-Benz,Green,2003,0,Suburban,70570.29,243214.84,0
Married,Private,Male,0,No,Bachelors,BMW,Teal,1993,0,Urban,10484,189665.91,0
Single,Commercial,Male,0,No,Bachelors,Ford,Orange,1992,0,Urban,68197.3,108185.97,0
Seperated,Private,Female,1,Yes,High School,Mazda,Pink,2011,0,Urban,73257.67,234846.23,0
Seperated,Private,Male,0,No,Bachelors,GMC,Green,2010,1,Urban,32952.18,136697.47,32952.18
Single,Private,Male,1,Yes,Bachelors,Pontiac,Turquoise,1998,0,Highly Rural,86033.31,122285.4,0
Divorced,Private,Male,1,Yes,Bachelors,Dodge,Purple,1995,4,Highly Urban,66728.36,154232.36,16682.09
Married,Commercial,Female,0,No,Bachelors,Saturn,Goldenrod,2006,0,Highly Urban,81672.5,243455.53,0
Divorced,Private,Female,2,Yes,Bachelors,Plymouth,Fuscia,1997,0,Suburban,63537,158785.13,0
Married,Private,Male,0,No,Bachelors,Bentley,Yellow,2006,0,Suburban,76450.04,136465.38,0
Divorced,Private,Male,0,No,High School,Bentley,Maroon,2009,0,Urban,49760.86,153075.97,0
Married,Private,Female,0,Yes,Masters,Buick,Green,1996,4,Rural,70086.01,125607.14,17521.5025
Married,Private,Female,0,No,Bachelors,Toyota,Turquoise,2009,0,Rural,40846.56,192951.99,0
Divorced,Private,Male,1,Yes,Bachelors,Kia,Khaki,2009,2,Highly Urban,42627.77,120859.59,21313.885
